filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
img0.jpg,2609,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[16,18,19,20,22,23,25,26,27,28,30,31,32,33,33,31,31,31,30,28,25,23,21,19,16,14,13,14,14],""all_points_y"":[20,19,20,20,21,22,24,26,27,28,29,30,31,31,33,34,36,37,37,38,38,38,37,35,31,27,24,22,21]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img1.jpg,2721,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[16,18,21,23,25,27,29,29,28,25,23,19,17,15,14,14,14,15],""all_points_y"":[16,15,15,15,16,18,21,24,27,29,30,30,29,27,25,21,18,17]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img2.jpg,2504,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[20,19,18,18,19,21,22,24,26,28,29,30,30,30,29,27,25,22,21],""all_points_y"":[17,18,20,22,25,26,27,27,27,26,25,23,21,19,17,16,15,16,16]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img4.jpg,2626,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[22,24,25,26,26,25,25,23,20,19,18,17,17,18,19,20],""all_points_y"":[22,22,23,25,28,29,30,31,31,30,28,27,26,23,22,22]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img5.jpg,2506,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[21,38,39,38,21,20,20],""all_points_y"":[22,18,20,31,34,34,23]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img6.jpg,2513,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[19,21,23,25,28,29,30,30,29,28,24,20,18,16,15,15,17],""all_points_y"":[19,18,18,18,20,22,25,28,30,32,34,34,33,31,27,24,22]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img7.jpg,2360,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[21,23,25,28,30,31,33,34,35,36,36,35,33,29,25,23],""all_points_y"":[23,20,19,18,18,19,20,22,23,26,28,31,32,32,28,24]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img8.jpg,2541,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[12,22,27,30,40,29,27,14,11],""all_points_y"":[10,1,6,12,22,31,31,14,11]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img9.jpg,2849,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[22,21,20,21,23,26,29,31,33,33,33,31,29,26,24],""all_points_y"":[16,17,20,22,24,26,26,25,23,21,19,17,15,15,15]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img10.jpg,2325,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[4,6,11,13,14,16,15,13,10,7,3,1,0,0,1],""all_points_y"":[26,25,25,27,29,31,36,39,40,40,38,34,31,28,26]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img11.jpg,2725,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[26,26,26,27,29,32,34,35,37,38,38,38,37,36,35,34,30,27,26,26,26],""all_points_y"":[21,19,23,26,28,28,28,26,25,22,21,19,18,16,15,15,15,16,17,18,19]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img12.jpg,2451,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[18,26,33,34,34,35,37,37,21,20],""all_points_y"":[18,16,15,15,30,35,43,45,48,48]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img13.jpg,2554,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[30,26,24,23,31,33,36,37,39,39,37,35,33],""all_points_y"":[19,28,34,37,39,38,32,28,24,22,21,20,19]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img14.jpg,2541,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[2,29,38,9],""all_points_y"":[26,13,28,41]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img15.jpg,2717,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[20,2,18,38,31,25],""all_points_y"":[10,41,49,16,11,10]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img16.jpg,2796,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[0,21,23,26,26,27,25,24,25,0],""all_points_y"":[16,9,14,14,17,19,22,24,26,31]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img17.jpg,2437,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[30,29,31,34,37,36,34,31],""all_points_y"":[17,21,23,22,20,17,15,15]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img18.jpg,3027,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[7,31,34,40,16,12,8],""all_points_y"":[27,10,11,22,39,35,30]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img19.jpg,2850,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[13,22,23,24,25,24,22,22,21,19,16,15,14,13],""all_points_y"":[17,14,14,16,21,22,24,26,28,29,30,29,25,21]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img20.jpg,2391,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[19,34,43,40,40,40,39,35,33,31,29,28],""all_points_y"":[15,10,35,35,38,39,41,42,40,39,39,40]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img21.jpg,2857,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[13,10,8,10,14,19,21,25,29,31,34,35,36,34,28,24,20,16,15],""all_points_y"":[9,13,17,21,27,30,33,34,35,34,33,28,25,22,18,15,11,9,9]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img22.jpg,2618,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[34,15,15,34,35],""all_points_y"":[13,13,48,49,31]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img23.jpg,2624,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[30,44,29,20,15,16],""all_points_y"":[8,16,41,37,34,30]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img24.jpg,2533,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[28,18,10,6,11,15,20,21,38,44,49,50,50],""all_points_y"":[0,7,14,19,26,32,36,37,22,18,13,11,0]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img25.jpg,2379,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[14,13,13,13,14,16,17,20,22,23,24,24,23,22,21,19,17,15],""all_points_y"":[32,33,36,38,40,41,41,42,41,40,38,36,34,33,31,30,30,30]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img26.jpg,2383,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[23,22,21,21,22,24,25,27,29,31,31,32,32,32,30,29,27,25,24],""all_points_y"":[18,18,20,24,27,28,29,29,28,28,26,24,23,21,18,17,17,17,17]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img27.jpg,2690,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[23,17,16,16,17,19,22,25,27,29,32,35,36,37,37,37,37,35,33,31,28,27],""all_points_y"":[24,26,30,34,36,38,39,38,36,35,35,35,34,33,29,27,25,24,25,25,25,24]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
img28.jpg,2831,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""polygon"",""all_points_x"":[12,38,38,40,41,40,39,38,39,13],""all_points_y"":[14,11,14,15,18,19,21,21,24,27]}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
