augmented,contrast_coocurrence_matrix,correlation_coocurrence_matrix,energy_coocurrence_matrix,entropy_blue,entropy_histogram,entropy_red,gabor,has_blue,homogeneity_coocurrence_matrix,image_id,iqr_blue,iqr_green,iqr_red,kurtosis_blue,kurtosis_grayscale,kurtosis_histogram,kurtosis_red,label,max_green,mean_blue,mean_green,mean_red,median_blue,median_grayscale,median_histogram,median_red,min_blue,min_grayscale,min_green,min_histogram,min_red,mode_blue,mode_grayscale,mode_green,mode_histogram,mode_red,quantile_0.25_blue,quantile_0.25_green,quantile_0.25_red,quantile_0.75_blue,range_blue,range_grayscale,range_green,range_histogram,range_red,skewness_blue,skewness_grayscale,skewness_red,std_blue,std_histogram,std_red
0,1179.2118367346936,0.8473265126310431,0.017673987832335477,7.517578713800207,0.9549640287742723,7.551492272177709,0,True,0.07086032653958518,data\train\no_pools\img1380.jpg,6.51123046875,7.734375,8.225911458333334,0.3436973242568997,0.07471061406419022,0.012868150862078914,-0.010457345109519345,0,255.0,81.976,90.2424,89.8384,64.5,71.0,69.0,70.0,0.0,0.0,0.0,218.0,0.0,43.0,48.0,41.0,48.0,49.0,0.0,4.140625,3.759765625,6.51123046875,255.0,255.0,255.0,-170.0,255.0,1.0390690766245259,0.9625600393276263,0.9462496087075686,60.84148768726813,0.24199471229753503,62.546138853169836
0,597.3918367346938,0.7918692555349749,0.020645558046596697,6.906965460199541,0.9004491143459307,7.150081601625862,0,False,0.08609165496271763,data\train\no_pools\img783.jpg,12.0869140625,14.4921875,11.032552083333332,2.745807918084382,1.424864047285312,0.013740919148985946,0.3763325193470153,0,255.0,79.7144,95.0008,93.4104,81.0,98.0,91.0,100.5,0.0,0.0,0.0,205.0,0.0,93.0,109.0,113.0,107.0,105.0,2.5146484375,7.24609375,5.162760416666667,14.6015625,255.0,253.0,255.0,-98.0,255.0,1.0042564916871257,0.37031693944330196,0.08291951408347899,37.8735796121782,0.15312913670986264,40.42271108968323
0,1552.8959183673471,0.6997609357122938,0.018342386668262305,7.483185905922023,0.9462842637392597,7.378528467227156,0,True,0.06356830105548678,data\train\pools\img1443.jpg,16.959635416666664,17.726562500000004,17.20517113095238,-0.45265672730342965,-0.19214344414202955,0.04352451711587532,0.6042024676346531,1,255.0,115.1824,123.7424,115.228,95.0,107.0,106.0,110.0,0.0,1.0,1.0,5.0,0.0,78.0,97.0,101.0,101.0,109.0,12.981770833333334,18.263020833333332,12.820870535714286,29.94140625,255.0,253.0,254.0,96.0,255.0,0.7321123705846141,0.5727461765014773,0.46748217134840925,58.28862951073734,0.20761144503036771,45.37721031531136
0,146.04122448979592,0.23261393479900072,0.03443117830034799,5.294775611742959,1.5230996955709717,5.30165000669986,0,False,0.10874331858036732,data\train\no_pools\img1249.jpg,6.897265625000003,6.221422697368418,7.056142769607842,0.3747240522837294,0.37628101769091726,14.922226876826983,0.30543241736710547,0,92.0,70.3796,60.4456,50.5204,71.0,59.0,138.0,51.0,33.0,21.0,22.0,1.0,14.0,73.0,60.0,63.0,147.0,50.0,51.625,41.75,31.635569852941178,58.522265625,68.0,68.0,70.0,146.0,67.0,-0.2946436914722411,-0.30011757359205105,-0.2744126313360475,9.705972585990546,1.7900541441650508,9.740060771884332
0,35.22367346938776,0.5636836735988919,0.0596093069164013,4.652049874283955,1.5129014252891908,4.6283274466048105,0,False,0.23140564403308791,data\train\no_pools\img604.jpg,5.08002574233717,5.919141594292796,5.919141594292796,1.5115992444839446,1.5924955498394393,28.665280985080546,1.5924955498394393,0,229.0,205.8072,203.9096,179.9096,207.0,198.0,160.0,181.0,177.0,168.0,175.0,1.0,151.0,207.0,198.0,205.0,179.0,181.0,193.82058189655172,191.8717237903226,167.8717237903226,198.90060763888889,54.0,54.0,54.0,178.0,54.0,-0.7108689561147155,-0.715424443554069,-0.715424443554069,6.422369357176524,2.2542020741204083,6.3358525740424225
0,842.5032653061224,0.9042859771777753,0.024069523070845752,7.356457955782208,0.9331332709380395,7.355393315369701,0,True,0.1149064572554355,data\train\no_pools\img1349.jpg,18.8603515625,19.052734375,19.638671875,-1.0160741770793489,-0.8782314334772998,0.10084576069417689,-0.7869584721973752,0,255.0,143.1984,145.726,147.66,115.0,120.0,121.0,125.0,0.0,0.0,0.0,41.0,0.0,255.0,114.0,255.0,255.0,118.0,11.4794921875,5.0,5.029296875,30.33984375,255.0,255.0,255.0,214.0,255.0,0.3020084714829349,0.2217475923128419,0.16998869818748066,65.98754910920695,0.25845499898368735,65.15695818559979
0,693.9930612244895,0.7661178351159477,0.025673761394789836,6.93743582154192,0.8970971851280155,6.880526287764044,0,True,0.12581455035996597,data\train\pools\img630.jpg,16.998697916666668,21.143229166666668,20.25390625,1.8785740481868274,1.37546254406148,0.020848903693702202,1.7421520364882097,1,255.0,91.1196,102.3804,104.1008,79.0,97.0,93.0,104.0,0.0,0.0,0.0,239.0,0.0,80.0,96.0,94.0,80.0,111.0,5.013020833333333,7.005208333333333,9.0625,22.01171875,255.0,250.0,255.0,-159.0,255.0,1.4050002152613594,0.6836441994230289,0.5061475480424654,46.758243079055056,0.16219177799830803,36.614972884873204
0,301.675918367347,0.8494812565290262,0.0266793319916098,6.738725158475373,0.8834452759394036,6.894161363362159,0,True,0.14516558957109155,data\train\pools\img1527.jpg,12.71484375,30.078125,18.154296875,4.73623851387975,0.7489359961093522,0.01508102443241267,0.2775671651163045,1,200.0,77.6332,93.932,103.6676,73.0,93.0,90.0,101.0,0.0,0.0,0.0,202.0,1.0,72.0,91.0,94.0,92.0,106.0,0.0,3.125,14.515625,12.71484375,255.0,197.0,200.0,-110.0,199.0,1.5286972745644833,-0.11109628989557069,0.23319017485019167,36.43833500257661,0.14291460385230018,37.75089284030246
0,1016.4865306122449,0.8905578253554096,0.017690475863485173,7.699869999868233,0.9690957557161041,7.56216740455669,0,True,0.07196214278313065,data\train\pools\img138.jpg,7.75615985576923,8.478887648809526,7.931640625,-0.9572822108601926,-0.5513594029677922,0.02606535220365299,-0.5060369748510385,1,255.0,105.6328,105.7184,99.7772,87.0,88.0,87.0,83.0,0.0,0.0,0.0,252.0,0.0,67.0,80.0,87.0,68.0,83.0,3.759765625,4.348958333333333,1.4140625,11.51592548076923,255.0,254.0,255.0,-184.0,255.0,0.46388105278379155,0.7259337233844854,0.793901375557235,66.63614907960994,0.26719457736362134,69.40960423572518
0,588.5514285714286,0.8688884459135079,0.019414589378000457,7.333654310393751,0.9327935774958334,7.402557022925968,0,True,0.10106506467949221,data\train\no_pools\img312.jpg,9.8193359375,12.154947916666666,12.0625,1.5356412061729925,1.4499105473619514,0.015323857463150197,1.1411722468135403,0,255.0,86.7896,93.8568,93.374,79.0,90.0,87.0,92.0,0.0,0.0,0.0,217.0,0.0,70.0,99.0,88.0,88.0,103.0,3.0126953125,3.26171875,3.53515625,12.83203125,255.0,255.0,255.0,-129.0,255.0,1.0103551687926595,0.8181277675293651,0.7701918446004313,48.764640179539924,0.18855061649165272,48.34069635410727
