R_histogram,augmented,contrast_coocurrence_matrix,correlation_coocurrence_matrix,dissimilarity_coocurrence_matrix,energy_coocurrence_matrix,entropy_blue,entropy_grayscale,entropy_green,entropy_histogram,entropy_red,gabor,homogeneity_coocurrence_matrix,image_id,iqr_blue,iqr_grayscale,iqr_green,iqr_red,kurtosis_blue,kurtosis_grayscale,kurtosis_green,kurtosis_histogram,kurtosis_red,label,max_blue,max_grayscale,max_green,max_histogram,max_red,mean_blue,mean_grayscale,mean_green,mean_histogram,mean_red,median_blue,median_grayscale,median_green,median_histogram,median_red,min_blue,min_grayscale,min_green,min_histogram,min_red,mode_blue,mode_grayscale,mode_green,mode_histogram,mode_red,quantile_0.25_blue,quantile_0.25_grayscale,quantile_0.25_green,quantile_0.25_red,quantile_0.75_blue,quantile_0.75_grayscale,quantile_0.75_green,quantile_0.75_red,range_blue,range_grayscale,range_green,range_histogram,range_red,skewness_blue,skewness_grayscale,skewness_green,skewness_histogram,skewness_red,std_blue,std_grayscale,std_green,std_histogram,std_red
0.000262815819969342,0,147.77754260284382,0.9333408965064041,7.775805926408335,0.024521863125304404,6.399095091884014,6.715636708516448,6.764132208722035,0.7531900026106115,6.79168659413977,0,0.16237451677862966,data\datasets\algarves\formatted_dataset\no_pools\103.PNG,4.43505859375,3.646577380952383,3.59242691532258,3.978841145833334,6.417380453571633,3.28376399804134,2.6845228432012824,0.04026580350173838,3.2998461987032455,0,250.0,250.0,252.0,255.0,254.0,74.37732432432432,84.79767567567568,91.20354054054054,0.48613596632346634,76.15718918918918,67.0,80.0,87.0,83.0,69.0,5.0,6.0,5.0,63.0,3.0,65.0,77.0,86.0,255.0,68.0,13.02978515625,16.908482142857142,19.451171875,7.6162109375,17.46484375,20.555059523809526,23.04359879032258,11.595052083333334,245.0,244.0,247.0,192.0,251.0,2.3309665806798336,1.4653336544015803,1.1741505978030884,-0.0859871174867148,1.6024624251114752,31.525476259389016,33.443974692703094,32.965251211913625,0.3242504324303021,36.60130989668808
0.0002584441692214945,0,86.35706427785637,0.9287909215051612,6.228154958352977,0.02452416996892275,5.930527221637697,6.52804482540118,6.5773830519665495,0.7332527755665723,6.701108953423317,0,0.18736293897924763,data\datasets\algarves\formatted_dataset\no_pools\104.PNG,4.90438988095238,2.7333803050397876,2.8630022321428577,2.124698067632849,7.416384384848769,0.7072519657837724,0.5492313944241793,0.03850061686209879,0.4292752407439502,0,244.0,251.0,253.0,255.0,250.0,66.6329002465464,85.75184909795327,94.28253042695574,0.481632085666629,76.26891167377607,66.0,84.0,93.0,87.0,72.0,1.0,12.0,14.0,127.0,2.0,65.0,82.0,87.0,255.0,67.0,10.809151785714286,16.939302884615383,20.638950892857142,6.295138888888889,15.713541666666666,19.67268318965517,23.501953125,8.419836956521738,243.0,239.0,239.0,128.0,248.0,0.802624395565571,-0.07234768722307157,-0.25201962009003254,-0.082976088682954,0.2789344268882603,15.620452904068337,24.628103404192597,25.696255926591313,0.313568393197401,28.06327699834695
0.00025809015958389026,0,119.96923897581793,0.9434511948058523,6.954974711553659,0.022193476467618226,6.414146718815332,6.860310301887639,6.893852760606665,0.7688730106628647,6.998913075751957,0,0.19442409213395398,data\datasets\algarves\formatted_dataset\no_pools\105.PNG,3.7482010690789487,3.4514204545454525,3.08533653846154,2.594690393518518,4.12110336942839,1.712473936132695,0.9500503403881391,0.04956879298809687,2.4376454847468736,0,229.0,233.0,228.0,255.0,244.0,76.71686533695268,94.97891341122782,103.91718793028836,0.5095914301700327,84.40107793382903,71.0,91.0,102.0,94.0,77.0,4.0,17.0,18.0,2.0,3.0,71.0,86.0,95.0,255.0,69.0,18.7705078125,20.576704545454547,24.51953125,7.750651041666667,22.51870888157895,24.028125,27.60486778846154,10.345341435185185,225.0,216.0,210.0,253.0,241.0,1.8773231696216477,0.8780800859220539,0.40652732683631637,-0.10076752661363066,1.3063561899774094,28.310241569415076,32.58913380833086,31.61311292971787,0.3124045368696029,38.6077495190582
0.00026126076772436946,0,78.22137566137566,0.9263706696328151,5.935746031746032,0.026980242484175583,5.978634604209864,6.433239234088967,6.468594496060119,0.7253026909104222,6.566605110808672,0,0.18888065154112726,data\datasets\algarves\formatted_dataset\no_pools\106.PNG,3.690789473684209,4.027777777777779,3.320969012605044,2.7013198390151523,4.19830450411958,1.4077817997026383,1.1271354107868703,0.038940888315632576,1.5187601837635745,0,234.0,241.0,241.0,255.0,245.0,69.60399671156644,85.88538965829802,94.2271127131685,0.48385288575315866,75.63359261367229,67.0,83.0,92.0,86.0,71.0,2.0,9.0,12.0,127.0,1.0,64.0,76.0,87.0,255.0,66.0,16.375,16.208333333333332,20.299665178571427,6.4345703125,20.06578947368421,20.23611111111111,23.62063419117647,9.135890151515152,232.0,232.0,229.0,128.0,244.0,1.242325814913893,0.21087026197565195,-0.10427632713230849,-0.08371590893690598,0.6464918159808677,17.658180853219122,23.09852030057647,23.615919473919924,0.31110817984362443,26.22441691867656
0.0002478558779779316,0,592.1865213628138,0.8940784406612754,12.70945786450547,0.01640081362847843,7.240738026764728,7.417060988208517,7.382246601611909,0.8020246187035229,7.484071286349504,0,0.13897690849956237,data\datasets\algarves\formatted_dataset\no_pools\110.PNG,0.0,0.0,0.0,0.0,-0.5091889415035071,-0.7052515982918544,-0.5246605933514039,0.065310638883396,-1.073485975976739,0,255.0,255.0,255.0,255.0,255.0,95.4871283255086,101.86651017214398,103.4802034428795,0.5441929792261192,101.10950704225353,74.0,82.0,86.0,113.0,77.0,0.0,0.0,0.0,243.0,0.0,61.0,73.0,81.0,255.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,12.0,255.0,0.8271839614641058,0.5922545216261884,0.6036445021551008,-0.12404021342128232,0.49060961814952236,52.41365795391783,52.876694093664135,51.21545210719027,0.3208237704292947,58.81011873913086
0.0002478280848520198,0,762.6795257019157,0.8543513723723287,14.055507091854864,0.01619859271763432,7.33194684970019,7.444713276912474,7.393698730354126,0.8073504921080707,7.541751520537636,0,0.1457427441223367,data\datasets\algarves\formatted_dataset\no_pools\111.PNG,0.0,0.0,0.0,0.0,-0.36102398470727426,-0.3724392819732767,-0.17581976560413937,0.06935587177079074,-0.7578274415855959,0,255.0,255.0,255.0,255.0,255.0,97.30078401131033,105.24606387764283,108.11210719105456,0.5520091077366619,102.63639868903027,78.0,91.0,97.0,113.0,83.0,0.0,0.0,0.0,252.0,0.0,66.0,74.0,89.0,255.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,3.0,255.0,0.822581943800622,0.5591642143608083,0.5060756053752374,-0.1298442915991292,0.5572207293311949,52.913648203584025,51.203937214449894,49.31680401461948,0.31588390107578745,57.99351334183517
0.0002452239272997536,0,1029.4909238140224,0.8540332128284149,16.703421283487412,0.01592616225962617,7.545773576156021,7.6682950943010955,7.575151597097711,0.8310376422082628,7.772424108381607,0,0.14065199489011443,data\datasets\algarves\formatted_dataset\no_pools\112.PNG,0.0,0.0,0.0,0.0,-0.4220368884357688,-0.7540486696002149,-0.4809058167330269,0.08825289988983172,-1.3716351509412803,0,255.0,255.0,255.0,255.0,255.0,104.52937818963201,114.48378323932313,110.83682514101531,0.5841232692378591,125.43953129196885,87.0,107.0,100.0,138.0,125.0,0.0,0.0,0.0,1.0,0.0,66.0,29.0,89.0,255.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,254.0,255.0,0.7642685306331238,0.2847219905020723,0.43560931889357024,-0.15601522163724935,-0.00028749650503979784,57.31333734240988,59.36362658569309,57.560224032039976,0.32114968443770575,71.46083911854628
0.000247061588903974,0,997.95376344086,0.8345972687728054,16.540979689366786,0.014802690798653224,7.698107343711824,7.6264868060518936,7.659932550183903,0.8282409356419306,7.674887163746753,0,0.14248089475833423,data\datasets\algarves\formatted_dataset\no_pools\116.PNG,0.0,0.0,0.0,0.0,-0.9472426054474012,-0.44978914019568794,-0.43202413267540285,0.15774917367135177,-0.6084486359955643,0,255.0,255.0,255.0,255.0,255.0,129.3905158317229,146.10474208413854,143.0385015608741,0.6724727393558879,158.4931767504088,133.0,161.0,150.0,179.0,172.0,0.0,0.0,0.0,2.0,0.0,181.0,169.0,169.0,255.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,255.0,255.0,253.0,255.0,-0.2553822404824351,-0.5638096586242648,-0.4609043556142904,-0.24290298526549625,-0.6266940738846294,58.27697167931854,54.974172076258895,54.242059465219,0.27482046433299573,60.469144304635776
0.0002466669912504216,0,280.0559285097919,0.9204668842373024,11.21311043833092,0.014257940924283652,7.154548278022745,7.276837362687382,7.211881742238083,0.7957731897744879,7.485853687849821,0,0.11207959380825107,data\datasets\algarves\formatted_dataset\no_pools\132.PNG,2.885143649193548,3.136360205314011,4.019653003246756,2.8555819746376816,0.5526086529856733,-0.20601109366644588,-0.07493059687326031,0.06641899099489378,-0.4384161133103439,0,255.0,252.0,253.0,255.0,252.0,88.53863510641395,104.73124290331033,106.59274463563048,0.5464460177759053,107.24355838937899,82.0,96.0,99.0,110.0,95.0,0.0,10.0,12.0,0.0,5.0,75.0,89.0,93.0,255.0,81.0,3.197265625,15.508680555555555,17.439275568181817,9.600260416666666,6.082409274193548,18.645040760869566,21.458928571428572,12.455842391304348,255.0,242.0,241.0,255.0,247.0,0.7200808490754127,0.5914746627510388,0.5129065031627122,-0.12570014282345227,0.6454214080883793,37.53537649908563,42.002386673956636,39.32080525663626,0.3004869801713356,50.599949967786245
0.000244974932225972,0,312.2482391654415,0.9218868256620076,10.556717776377512,0.016143084844103286,7.110238359357676,7.408982342343787,7.353025419289643,0.8063736599172773,7.587548836759185,0,0.15238005843452587,data\datasets\algarves\formatted_dataset\no_pools\135.PNG,2.7845878482972135,3.4917337436868694,3.212076822916667,2.874849759615385,1.6390310071220826,0.15976703018466498,0.09651292428306579,0.06449945502267183,-0.09358784202603632,0,252.0,251.0,252.0,255.0,255.0,82.06996453603641,105.19154728993884,108.70923738516099,0.5420400594406034,107.10165870821814,69.0,104.0,114.0,116.0,98.0,0.0,4.0,3.0,0.0,0.0,66.0,108.0,116.0,255.0,86.0,1.0073529411764706,7.206597222222222,5.083333333333333,4.068509615384615,3.791940789473684,10.698330965909092,8.29541015625,6.943359375,252.0,247.0,249.0,255.0,255.0,1.4022574423888667,0.5092801489934226,0.20479686793741433,-0.12290077610634245,0.6708897882471654,43.34773354272431,44.696198059238505,43.69377962329016,0.30993859602017465,51.620860667214025
