image_id,feature_value,feature_name,label
..\data\datasets\yacine\original_splits\train\pools\img229.jpg,202.86367346938778,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img229.jpg,8.520000000000001,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img229.jpg,0.1490687043518357,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img229.jpg,0.029522085281479194,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img229.jpg,0.8542071223290708,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img586.jpg,308.0955102040817,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img586.jpg,11.658775510204084,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img586.jpg,0.09996610494567877,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img586.jpg,0.0212303759498922,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img586.jpg,0.8443175101269086,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,585.5681632653062,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,14.244897959183675,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.12764539490150487,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.026111285880101153,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img312.jpg,0.7877994620290375,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,770.7730612244899,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,17.980408163265306,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.091302943077585,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.01956843840876428,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img1115.jpg,0.8151074928931371,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,970.9579591836737,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,18.860000000000003,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.0807599686043384,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.02260981346980831,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img1072.jpg,0.6378601813115562,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,410.31632653061223,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,13.582448979591836,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.09173686964745399,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.020485567496048337,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img156.jpg,0.8626515446944701,correlation,pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,100.66081632653062,contrast,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,6.8159183673469395,dissimilarity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.18086705721230478,homogeneity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.03389967313117733,energy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1414.jpg,0.9404900911802971,correlation,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,86.01020408163265,contrast,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,6.963673469387755,dissimilarity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,0.14681520304396284,homogeneity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,0.03647984158612952,energy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img559.jpg,0.6991484870964899,correlation,no_pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,180.5710204081633,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,9.251836734693878,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.12789583660837728,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.02360652039334082,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img989.jpg,0.8896917232495386,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,511.54612244897965,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,14.279183673469388,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.08898737514305437,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.024953100531913235,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img773.jpg,0.7014478812202121,correlation,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,593.9314285714287,contrast,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,16.906122448979595,dissimilarity,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.06975658411688616,homogeneity,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.018106998377811295,energy,pools
..\data\datasets\yacine\original_splits\train\pools\img986.jpg,0.9218054578257345,correlation,pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,95.93673469387755,contrast,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,6.791428571428571,dissimilarity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,0.17652266967523317,homogeneity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,0.045232519732114396,energy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img730.jpg,0.39117612946742153,correlation,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,30.587346938775514,contrast,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,3.7522448979591836,dissimilarity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,0.27839811176600177,homogeneity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,0.07322863046559537,energy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img1268.jpg,0.42578759332774746,correlation,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,330.18204081632655,contrast,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,12.09061224489796,dissimilarity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.10928252860490575,homogeneity,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.02355353150408736,energy,no_pools
..\data\datasets\yacine\original_splits\train\no_pools\img773.jpg,0.8135933522134039,correlation,no_pools
